Zeit;Kanal A
(ms);(mV)

-21,16399915;7,44709600
-21,15899915;7,44709600
-21,15399915;6,51636300
-21,14899915;7,44709600
-21,14399915;7,81988100
-21,13899915;7,26131900
-21,13399915;7,63348900
-21,12899915;7,44709600
-21,12399915;6,70275500
-21,11899915;6,51636300
-21,11399915;7,44709600
-21,10899915;7,26131900
-21,10399915;7,63348900
-21,09899915;6,88853300
-21,09399915;6,32997000
-21,08899915;6,70275500
-21,08399915;7,07492600
-21,07899915;7,44709600
-21,07399915;6,70275500
-21,06899915;7,07492600
-21,06399915;6,70275500
-21,05899915;6,51636300
-21,05399915;6,14419300
-21,04899915;7,26131900
-21,04399915;6,51636300
-21,03899915;6,51636300
-21,03399915;6,51636300
-21,02899915;6,51636300
-21,02399915;6,51636300
-21,01899915;6,51636300
-21,01399915;6,32997000
-21,00899915;6,32997000
-21,00399915;6,14419300
-20,99899915;6,32997000
-20,99399915;6,70275500
-20,98899915;6,14419300
-20,98399915;6,14419300
-20,97899915;5,77140700
-20,97399915;6,14419300
-20,96899915;5,95780000
-20,96399915;5,58562900
-20,95899915;6,14419300
-20,95399915;6,32997000
-20,94899915;6,14419300
-20,94399915;5,95780000
-20,93899915;5,58562900
-20,93399915;5,21284400
-20,92899915;6,14419300
-20,92399915;5,77140700
-20,91899916;6,14419300
-20,91399916;6,14419300
-20,90899916;6,14419300
-20,90399916;5,58562900
-20,89899916;5,58562900
-20,89399916;5,02706700
-20,88899916;5,02706700
-20,88399916;5,77140700
-20,87899916;5,77140700
-20,87399916;5,95780000
-20,86899916;6,14419300
-20,86399916;6,14419300
-20,85899916;5,39923700
-20,85399916;5,21284400
-20,84899916;5,21284400
-20,84399916;5,02706700
-20,83899916;5,39923700
-20,83399916;5,21284400
-20,82899916;4,84067400
-20,82399916;4,65428200
-20,81899916;2,60642200
-20,81399916;5,02706700
-20,80899916;4,84067400
-20,80399916;5,39923700
-20,79899916;5,02706700
-20,79399916;4,84067400
-20,78899916;4,84067400
-20,78399916;4,65428200
-20,77899916;5,02706700
-20,77399916;4,65428200
-20,76899916;4,65428200
-20,76399916;4,65428200
-20,75899916;3,90994000
-20,75399916;4,28211100
-20,74899916;3,90994000
-20,74399916;4,28211100
-20,73899916;2,97859200
-20,73399916;4,84067400
-20,72899916;3,35137800
-20,72399916;4,28211100
-20,71899916;3,72354800
-20,71399916;3,72354800
-20,70899916;3,90994000
-20,70399916;3,90994000
-20,69899916;3,90994000
-20,69399916;4,28211100
-20,68899916;3,53715500
-20,68399916;3,90994000
-20,67899916;3,72354800
-20,67399916;3,53715500
-20,66899916;2,60642200
-20,66399916;2,97859200
-20,65899916;3,16498500
-20,65399916;2,97859200
-20,64899916;2,97859200
-20,64399916;2,79281500
-20,63899916;2,97859200
-20,63399916;2,60642200
-20,62899916;2,60642200
-20,62399916;3,16498500
-20,61899916;2,42002900
-20,61399916;2,79281500
-20,60899916;2,79281500
-20,60399916;3,35137800
-20,59899916;3,53715500
-20,59399916;2,79281500
-20,58899916;2,04785900
-20,58399916;3,35137800
-20,57899916;2,97859200
-20,57399916;2,23425200
-20,56899916;2,04785900
-20,56399916;2,42002900
-20,55899916;2,97859200
-20,55399916;2,23425200
-20,54899916;2,60642200
-20,54399916;2,79281500
-20,53899916;2,97859200
-20,53399916;2,42002900
-20,52899916;2,97859200
-20,52399916;2,60642200
-20,51899917;2,79281500
-20,51399917;2,97859200
-20,50899917;2,04785900
-20,50399917;2,42002900
-20,49899917;2,97859200
-20,49399917;2,23425200
-20,48899917;2,97859200
-20,48399917;2,60642200
-20,47899917;2,79281500
-20,47399917;2,04785900
-20,46899917;1,86146600
-20,46399917;2,04785900
-20,45899917;2,23425200
-20,45399917;2,97859200
-20,44899917;2,42002900
-20,44399917;2,60642200
-20,43899917;1,86146600
-20,43399917;1,86146600
-20,42899917;1,86146600
-20,42399917;2,42002900
-20,41899917;2,79281500
-20,41399917;2,04785900
-20,40899917;1,86146600
-20,40399917;2,42002900
-20,39899917;1,67568900
-20,39399917;2,23425200
-20,38899917;0,93073320
-20,38399917;1,86146600
-20,37899917;1,48929600
-20,37399917;1,11712600
-20,36899917;1,11712600
-20,36399917;1,48929600
-20,35899917;1,48929600
-20,35399917;1,48929600
-20,34899917;1,11712600
-20,34399917;0,74434050
-20,33899917;0,93073320
-20,33399917;0,74434050
-20,32899917;1,11712600
-20,32399917;0,93073320
-20,31899917;1,30290300
-20,31399917;1,30290300
-20,30899917;0,93073320
-20,30399917;1,11712600
-20,29899917;1,11712600
-20,29399917;0,74434050
-20,28899917;0,18577760
-20,28399917;0,93073320
-20,27899917;0,93073320
-20,27399917;0,93073320
-20,26899917;0,74434050
-20,26399917;1,11712600
-20,25899917;1,11712600
-20,25399917;1,11712600
-20,24899917;0,55856290
-20,24399917;0,93073320
-20,23899917;1,11712600
-20,23399917;0,18577760
-20,22899917;0,18577760
-20,22399917;0,18577760
-20,21899917;0,37217020
-20,21399917;0,93073320
